_num,_widgetName,_source,_resultNumber,_pageUrl,movietitle,year,people,image,description
180,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,80,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Flubber,1997,Director: Les Mayfield; Stars: Robin Williams Marcia Gay Harden Christopher McDonald Ted Levine,<img height="209" width="140" alt="Image of Flubber" title="Image of Flubber" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTIwODc4NzcyNF5BMl5BanBnXkFtZTYwMTY5OTY5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Flubber" title="Image of Flubber" src="http://ia.media-imdb.com/images/M/MV5BMTIwODc4NzcyNF5BMl5BanBnXkFtZTYwMTY5OTY5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,An absent-minded professor discovers "flubber" a rubber-like super-bouncy substance. (93 mins.)
181,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,81,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Mimic,1997,Director: Guillermo del Toro; Stars: Mira Sorvino Jeremy Northam Alexander Goodwin Giancarlo Giannini,<img height="209" width="140" alt="Image of Mimic" title="Image of Mimic" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTg1MjUwMTg3OV5BMl5BanBnXkFtZTgwNzA2NDkyMTE@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Mimic" title="Image of Mimic" src="http://ia.media-imdb.com/images/M/MV5BMTg1MjUwMTg3OV5BMl5BanBnXkFtZTgwNzA2NDkyMTE@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Three years ago entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease now the insects are out to destroy their only predator mankind! (105 mins.)
182,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,82,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Postman,1997,Director: Kevin Costner; Stars: Kevin Costner Will Patton Larenz Tate Olivia Williams,<img height="209" width="140" alt="Image of The Postman" title="Image of The Postman" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTAzNzg0OTE5NjheQTJeQWpwZ15BbWU3MDc1MDEwMjE@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of The Postman" title="Image of The Postman" src="http://ia.media-imdb.com/images/M/MV5BMTAzNzg0OTE5NjheQTJeQWpwZ15BbWU3MDc1MDEwMjE@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A drifter with no name finds a Jeep with the skeleton of a postman and a bag of mail and dons the postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in the post apocalyptic America. (177 mins.)
183,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,83,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,RocketMan,1997,Director: Stuart Gillard; Stars: Harland Williams Jessica Lundy William Sadler Jeffrey DeMunn,<img height="209" width="140" alt="Image of RocketMan" title="Image of RocketMan" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTIzODI2MjY3Ml5BMl5BanBnXkFtZTcwNTk1NTYyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of RocketMan" title="Image of RocketMan" src="http://ia.media-imdb.com/images/M/MV5BMTIzODI2MjY3Ml5BMl5BanBnXkFtZTcwNTk1NTYyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Fred Z. Randall is geeky and obnoxious spacecraft designer who gets the chance to make his dream come... (95 mins.)
184,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,84,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Steel,1997,Director: Kenneth Johnson; Stars: Shaquille O'Neal Annabeth Gish Judd Nelson Richard Roundtree,<img height="209" width="140" alt="Image of Steel" title="Image of Steel" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjA3ODM0OTYxOF5BMl5BanBnXkFtZTcwNjEwMjgxMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Steel" title="Image of Steel" src="http://ia.media-imdb.com/images/M/MV5BMjA3ODM0OTYxOF5BMl5BanBnXkFtZTcwNjEwMjgxMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged... (97 mins.)
185,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,85,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Turbo: A Power Rangers Movie,1997,Director: Shuki Levy David Winning; Stars: Jason David Frank Catherine Sutherland Hilary Shepard Jon Simanton,<img height="209" width="140" alt="Image of Turbo: A Power Rangers Movie" title="Image of Turbo: A Power Rangers Movie" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTA2OTc1MzMxNDheQTJeQWpwZ15BbWU3MDM4ODc1MjE@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Turbo: A Power Rangers Movie" title="Image of Turbo: A Power Rangers Movie" src="http://ia.media-imdb.com/images/M/MV5BMTA2OTc1MzMxNDheQTJeQWpwZ15BbWU3MDM4ODc1MjE@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore... (99 mins.)
186,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,86,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Volcano,1997,Director: Mick Jackson; Stars: Tommy Lee Jones Anne Heche Gaby Hoffmann Don Cheadle,<img height="209" width="140" alt="Image of Volcano" title="Image of Volcano" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTc1ODAxMTk5NV5BMl5BanBnXkFtZTYwNjU2ODA5._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Volcano" title="Image of Volcano" src="http://ia.media-imdb.com/images/M/MV5BMTc1ODAxMTk5NV5BMl5BanBnXkFtZTYwNjU2ODA5._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,A volcano erupts in downtown L.A. threatening to destroy the city. (104 mins.)
187,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,87,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Avengers,1998,Director: Jeremiah Chechik; Stars: Ralph Fiennes Uma Thurman Sean Connery Patrick Macnee,<img height="209" width="140" alt="Image of The Avengers" title="Image of The Avengers" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjA3NzcxODYzNV5BMl5BanBnXkFtZTcwOTcwOTcxMQ@@._V1._SY209_CR60140209_.jpg" />; <img height="209" width="140" alt="Image of The Avengers" title="Image of The Avengers" src="http://ia.media-imdb.com/images/M/MV5BMjA3NzcxODYzNV5BMl5BanBnXkFtZTcwOTcwOTcxMQ@@._V1._SY209_CR60140209_.jpg" class="zero-z-index" />,Two British agents (John Steed and Emma Peel) team up to stop Sir August De Wynter from destroying the world with a weather changing machine. (89 mins.)
188,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,88,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Disturbing Behavior,1998,Director: David Nutter; Stars: James Marsden Katie Holmes Nick Stahl Tobias Mehler,<img height="209" width="140" alt="Image of Disturbing Behavior" title="Image of Disturbing Behavior" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTYzOTc1ODUzOF5BMl5BanBnXkFtZTYwMzA0OTE5._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of Disturbing Behavior" title="Image of Disturbing Behavior" src="http://ia.media-imdb.com/images/M/MV5BMTYzOTc1ODUzOF5BMl5BanBnXkFtZTYwMzA0OTE5._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,The new kid in town stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens. (84 mins.)
189,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,89,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Lost in Space,1998,Director: Stephen Hopkins; Stars: Gary Oldman William Hurt Matt LeBlanc Mimi Rogers,<img height="209" width="140" alt="Image of Lost in Space" title="Image of Lost in Space" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTkwNzEyNTgyN15BMl5BanBnXkFtZTcwODk4NTU0Mg@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Lost in Space" title="Image of Lost in Space" src="http://ia.media-imdb.com/images/M/MV5BMTkwNzEyNTgyN15BMl5BanBnXkFtZTcwODk4NTU0Mg@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home. (130 mins.)
190,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,90,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Mighty Joe Young,1998,Director: Ron Underwood; Stars: Bill Paxton Charlize Theron Rade Serbedzija Peter Firth,<img height="209" width="140" alt="Image of Mighty Joe Young" title="Image of Mighty Joe Young" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTI1MTM5MDk1Ml5BMl5BanBnXkFtZTcwMjI3MDIyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Mighty Joe Young" title="Image of Mighty Joe Young" src="http://ia.media-imdb.com/images/M/MV5BMTI1MTM5MDk1Ml5BMl5BanBnXkFtZTcwMjI3MDIyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,After Mighty Joe Young is brought to America for safety reasons he escapes and rampages through Hollywood spurred by tormentors out for revenge. (114 mins.)
191,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,91,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Phantoms,1998,Director: Joe Chappelle; Stars: Peter O'Toole Rose McGowan Joanna Going Liev Schreiber,<img height="209" width="140" alt="Image of Phantoms" title="Image of Phantoms" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTMyMzUzNjM1OV5BMl5BanBnXkFtZTYwMjkzMzE5._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Phantoms" title="Image of Phantoms" src="http://ia.media-imdb.com/images/M/MV5BMTMyMzUzNjM1OV5BMl5BanBnXkFtZTYwMjkzMzE5._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,150 dead and 350 missing in the tiny mountain town of Snowfield Colorado. And that's only the beginning... (96 mins.)
192,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,92,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Small Soldiers,1998,Director: Joe Dante; Stars: Kirsten Dunst Gregory Smith David Cross Jay Mohr,<img height="209" width="140" alt="Image of Small Soldiers" title="Image of Small Soldiers" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTI5NjE4NzM4OF5BMl5BanBnXkFtZTcwMTc5MDEzMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Small Soldiers" title="Image of Small Soldiers" src="http://ia.media-imdb.com/images/M/MV5BMTI5NjE4NzM4OF5BMl5BanBnXkFtZTcwMTc5MDEzMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,When missile technology is used to enhance toy action figures the toys soon begin to take their battle programming too seriously. (108 mins.)
193,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,93,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Soldier,1998,Director: Paul Anderson; Stars: Kurt Russell Jason Scott Lee Jason Isaacs Connie Nielsen,<img height="209" width="140" alt="Image of Soldier" title="Image of Soldier" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTUwODM5NzM1MF5BMl5BanBnXkFtZTcwNDg1ODIyMQ@@._V1._SY209_CR70140209_.jpg" />; <img height="209" width="140" alt="Image of Soldier" title="Image of Soldier" src="http://ia.media-imdb.com/images/M/MV5BMTUwODM5NzM1MF5BMl5BanBnXkFtZTcwNDg1ODIyMQ@@._V1._SY209_CR70140209_.jpg" class="zero-z-index" />,A soldier is dumped on a waste disposal planet and lives among a community of crash survivors on the planet and takes it upon himself to defend his new home when genetic engineered soldiers are ordered to eliminate the crash survivors. (99 mins.)
194,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,94,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Baby Geniuses,1999,Director: Bob Clark; Stars: Kathleen Turner Christopher Lloyd Kim Cattrall Peter MacNicol,<img height="209" width="140" alt="Image of Baby Geniuses" title="Image of Baby Geniuses" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgxODAxNzE4NV5BMl5BanBnXkFtZTcwNDMyODYxMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Baby Geniuses" title="Image of Baby Geniuses" src="http://ia.media-imdb.com/images/M/MV5BMTgxODAxNzE4NV5BMl5BanBnXkFtZTcwNDMyODYxMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Scientist hold talking super-intelligent babies captive but things take a turn for the worse when a mix-up occurs between a baby genius and its twin. (97 mins.)
195,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,95,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Bicentennial Man,1999,Director: Chris Columbus; Stars: Robin Williams Embeth Davidtz Sam Neill Oliver Platt,<img height="209" width="140" alt="Image of Bicentennial Man" title="Image of Bicentennial Man" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTczMzQyNTgxMF5BMl5BanBnXkFtZTYwMDY5MzI5._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Bicentennial Man" title="Image of Bicentennial Man" src="http://ia.media-imdb.com/images/M/MV5BMTczMzQyNTgxMF5BMl5BanBnXkFtZTYwMDY5MzI5._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,An android endeavors to become human as he gradually acquires emotions. (132 mins.)
196,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,96,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Blast from the Past,1999,Director: Hugh Wilson; Stars: Brendan Fraser Alicia Silverstone Christopher Walken Sissy Spacek,<img height="209" width="140" alt="Image of Blast from the Past" title="Image of Blast from the Past" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjE5Mzg5NzMwM15BMl5BanBnXkFtZTYwMDQyOTc5._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Blast from the Past" title="Image of Blast from the Past" src="http://ia.media-imdb.com/images/M/MV5BMjE5Mzg5NzMwM15BMl5BanBnXkFtZTYwMDQyOTc5._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A romantic comedy about a naive man who comes out into the world after being in a nuclear fallout shelter for 35 years. (112 mins.)
197,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,97,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Inspector Gadget,1999,Director: David Kellogg; Stars: Matthew Broderick Rupert Everett Joely Fisher Michelle Trachtenberg,<img height="209" width="140" alt="Image of Inspector Gadget" title="Image of Inspector Gadget" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU5NDkwMTUxN15BMl5BanBnXkFtZTcwNzM2OTMyMQ@@._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Inspector Gadget" title="Image of Inspector Gadget" src="http://ia.media-imdb.com/images/M/MV5BMTU5NDkwMTUxN15BMl5BanBnXkFtZTcwNzM2OTMyMQ@@._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer. (78 mins.)
198,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,98,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Lake Placid,1999,Director: Steve Miner; Stars: Bridget Fonda Bill Pullman Oliver Platt Brendan Gleeson,<img height="209" width="140" alt="Image of Lake Placid" title="Image of Lake Placid" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BODY0OTUzNzUzMF5BMl5BanBnXkFtZTYwMDg4Njg4._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Lake Placid" title="Image of Lake Placid" src="http://ia.media-imdb.com/images/M/MV5BODY0OTUzNzUzMF5BMl5BanBnXkFtZTYwMDg4Njg4._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,Horror-Comedy about a man-eating crocodile loose in the lake. (82 mins.)
199,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,99,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Muppets from Space,1999,Director: Tim Hill; Stars: Dave Goelz Steve Whitmire Bill Barretta Jerry Nelson,<img height="209" width="140" alt="Image of Muppets from Space" title="Image of Muppets from Space" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgwNDE0NDM1M15BMl5BanBnXkFtZTcwNDg4MzkxMQ@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Muppets from Space" title="Image of Muppets from Space" src="http://ia.media-imdb.com/images/M/MV5BMTgwNDE0NDM1M15BMl5BanBnXkFtZTcwNDg4MzkxMQ@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,Gonzo is contacted by his alien family through his breakfast cereal. He is kidnapped and it's up to Kermit and the gang to rescue Gonzo and help reunite him with his long-lost family. (87 mins.)
