catpath	sex	count()
digitalart/paintings/fanart/cartoons	m	114
digitalart/paintings/fanart/cartoons	f	47
digitalart/paintings/fanart/games		7
digitalart/paintings/fanart/games	f	126
digitalart/paintings/fanart/games	m	70
digitalart/paintings/fanart/games	o	2
digitalart/paintings/fanart/games	n	21
digitalart/paintings/fanart/misc		1
digitalart/paintings/fanart/misc	f	59
digitalart/paintings/fanart/misc	o	1
digitalart/paintings/fanart/misc	n	8
digitalart/paintings/fanart/misc	m	15
digitalart/paintings/fanart/movies		2
digitalart/paintings/fanart/movies	n	7
digitalart/paintings/fanart/movies	m	23
digitalart/paintings/fanart/movies	f	32
digitalart/paintings/fantasy	f	3448
digitalart/paintings/fantasy	m	3554
digitalart/paintings/fantasy	o	8
digitalart/paintings/fantasy	n	638
digitalart/paintings/fantasy		167
digitalart/paintings/graffiti	f	2
digitalart/paintings/graffiti	n	1
digitalart/paintings/graffiti	m	38
digitalart/paintings/graffiti/abstract	n	4
digitalart/paintings/graffiti/abstract	m	52
digitalart/paintings/graffiti/characters		1
digitalart/paintings/graffiti/characters	f	2
digitalart/paintings/graffiti/characters	m	42
digitalart/paintings/graffiti/characters	n	12
digitalart/paintings/graffiti/graftext		1
digitalart/paintings/graffiti/graftext	n	2
digitalart/paintings/graffiti/graftext	m	107
digitalart/paintings/graffiti/graftext	f	5
digitalart/paintings/graffiti/stencils	f	3
digitalart/paintings/graffiti/stencils	o	1
digitalart/paintings/graffiti/stencils	n	1
digitalart/paintings/graffiti/stencils	m	15
digitalart/paintings/illustrations/conceptual		87
digitalart/paintings/illustrations/conceptual	m	3022
digitalart/paintings/illustrations/conceptual	n	320
digitalart/paintings/illustrations/conceptual	o	4
digitalart/paintings/illustrations/conceptual	f	1157
digitalart/paintings/illustrations/conceptual	1	1
digitalart/paintings/illustrations/storybook	n	130
digitalart/paintings/illustrations/storybook	f	662
digitalart/paintings/illustrations/storybook	m	658
digitalart/paintings/illustrations/storybook		45
digitalart/paintings/illustrations/storybook	1	3
digitalart/paintings/illustrations/technical	f	77
digitalart/paintings/illustrations/technical	m	264
digitalart/paintings/illustrations/technical	n	20
digitalart/paintings/illustrations/technical		6
digitalart/paintings/landscapes	f	375
digitalart/paintings/landscapes	m	1506
digitalart/paintings/landscapes	n	101
digitalart/paintings/landscapes		31
digitalart/paintings/macabre	f	380
digitalart/paintings/macabre	m	824
digitalart/paintings/macabre	n	114
digitalart/paintings/macabre	1	1
digitalart/paintings/macabre		21
digitalart/paintings/misc		29
digitalart/paintings/misc	n	153
digitalart/paintings/misc	o	8
digitalart/paintings/misc	m	1593
digitalart/paintings/misc	f	719
digitalart/paintings/people		23
digitalart/paintings/people	n	73
digitalart/paintings/people	m	387
digitalart/paintings/people	f	421
digitalart/paintings/people/fantasy		38
digitalart/paintings/people/fantasy	m	161
digitalart/paintings/people/fantasy	n	41
digitalart/paintings/people/fantasy	f	152
digitalart/paintings/people/openformat	f	216
digitalart/paintings/people/openformat	m	230
digitalart/paintings/people/openformat	n	53
digitalart/paintings/people/openformat		36
digitalart/paintings/people/pinup	f	75
digitalart/paintings/people/pinup	m	233
digitalart/paintings/people/pinup	o	1
digitalart/paintings/people/pinup	n	14
digitalart/paintings/people/pinup		11
digitalart/paintings/people/portraits	o	1
digitalart/paintings/people/portraits	n	227
digitalart/paintings/people/portraits	m	1355
digitalart/paintings/people/portraits	f	1359
digitalart/paintings/people/portraits		79
digitalart/paintings/people/scifi	f	26
digitalart/paintings/people/scifi	m	53
digitalart/paintings/people/scifi	n	10
digitalart/paintings/people/scifi		4
digitalart/paintings/political	f	10
digitalart/paintings/political	o	1
digitalart/paintings/political	n	4
digitalart/paintings/political	m	51
digitalart/paintings/political		3
digitalart/paintings/pop	m	89
digitalart/paintings/pop	n	5
digitalart/paintings/pop	f	45
digitalart/paintings/pop		2
digitalart/paintings/psychedelic	f	55
digitalart/paintings/psychedelic	m	119
digitalart/paintings/psychedelic	n	23
digitalart/paintings/psychedelic		1
digitalart/paintings/scifi	n	120
digitalart/paintings/scifi	o	2
digitalart/paintings/scifi	m	1761
digitalart/paintings/scifi	f	257
digitalart/paintings/scifi		45
digitalart/paintings/spaceart		3
digitalart/paintings/spaceart	m	259
digitalart/paintings/spaceart	n	4
digitalart/paintings/spaceart	f	19
digitalart/paintings/still		12
digitalart/paintings/still	n	14
digitalart/paintings/still	m	123
digitalart/paintings/still	f	69
digitalart/paintings/surreal		14
digitalart/paintings/surreal	f	344
digitalart/paintings/surreal	m	636
digitalart/paintings/surreal	n	95
digitalart/photomanip	m	1
digitalart/photomanip/abstract	m	615
digitalart/photomanip/abstract	f	223
digitalart/photomanip/abstract	n	122
digitalart/photomanip/abstract		25
digitalart/photomanip/animalsplants	f	678
digitalart/photomanip/animalsplants	n	60
digitalart/photomanip/animalsplants	m	597
digitalart/photomanip/animalsplants	o	1
digitalart/photomanip/animalsplants		53
digitalart/photomanip/conceptual		37
digitalart/photomanip/conceptual	f	1095
digitalart/photomanip/conceptual	n	139
digitalart/photomanip/conceptual	o	2
digitalart/photomanip/conceptual	m	1443
digitalart/photomanip/dark		68
digitalart/photomanip/dark	f	1479
digitalart/photomanip/dark	n	161
digitalart/photomanip/dark	o	3
digitalart/photomanip/dark	m	1203
digitalart/photomanip/emotional	f	1356
digitalart/photomanip/emotional	n	107
digitalart/photomanip/emotional	m	724
digitalart/photomanip/emotional		21
digitalart/photomanip/fantasy	f	3067
digitalart/photomanip/fantasy		44
digitalart/photomanip/fantasy	m	1827
digitalart/photomanip/fantasy	o	5
digitalart/photomanip/fantasy	n	212
digitalart/photomanip/humourous		9
digitalart/photomanip/humourous	f	134
digitalart/photomanip/humourous	m	225
digitalart/photomanip/humourous	n	23
digitalart/photomanip/landscapes	f	972
digitalart/photomanip/landscapes	o	1
digitalart/photomanip/landscapes	n	161
digitalart/photomanip/landscapes	m	1776
digitalart/photomanip/landscapes		45
digitalart/photomanip/macabre		24
digitalart/photomanip/macabre	m	1652
digitalart/photomanip/macabre	n	162
digitalart/photomanip/macabre	o	1
digitalart/photomanip/macabre	f	831
digitalart/photomanip/macabre	1	1
digitalart/photomanip/minimalism	m	3
digitalart/photomanip/minimalism	f	2
digitalart/photomanip/misc	f	1247
digitalart/photomanip/misc	n	128
digitalart/photomanip/misc	o	2
digitalart/photomanip/misc	m	1911
digitalart/photomanip/misc		44
digitalart/photomanip/people		73
digitalart/photomanip/people	m	2992
digitalart/photomanip/people	n	355
digitalart/photomanip/people	f	2639
digitalart/photomanip/political	m	160
digitalart/photomanip/political	n	10
digitalart/photomanip/political	f	38
digitalart/photomanip/pop	f	126
digitalart/photomanip/pop	n	27
digitalart/photomanip/pop	m	316
digitalart/photomanip/pop		6
digitalart/photomanip/psychedelic		1
digitalart/photomanip/psychedelic	f	7
digitalart/photomanip/psychedelic	m	15
digitalart/photomanip/psychedelic	n	15
digitalart/photomanip/scifi		10
digitalart/photomanip/scifi	f	139
digitalart/photomanip/scifi	n	42
digitalart/photomanip/scifi	m	472
digitalart/photomanip/surreal		37
digitalart/photomanip/surreal	f	981
digitalart/photomanip/surreal	m	2124
digitalart/photomanip/surreal	n	180
digitalart/photomanip/surreal	o	3
digitalart/pixelart	m	1
digitalart/pixelart/characters	f	83
digitalart/pixelart/characters	n	7
digitalart/pixelart/characters	m	85
digitalart/pixelart/characters		2
digitalart/pixelart/characters/iso	m	62
digitalart/pixelart/characters/iso	f	47
digitalart/pixelart/characters/iso	n	8
digitalart/pixelart/characters/iso		8
digitalart/pixelart/characters/noniso		133
digitalart/pixelart/characters/noniso	o	4
digitalart/pixelart/characters/noniso	m	1714
digitalart/pixelart/characters/noniso	n	157
digitalart/pixelart/characters/noniso	f	1147
digitalart/pixelart/misc	f	17
digitalart/pixelart/misc	n	1
digitalart/pixelart/misc	m	31
digitalart/pixelart/misc/iso	f	27
digitalart/pixelart/misc/iso	n	1
digitalart/pixelart/misc/iso	m	28
digitalart/pixelart/misc/iso		1
digitalart/pixelart/misc/noniso		28
digitalart/pixelart/misc/noniso	f	259
digitalart/pixelart/misc/noniso	o	1
digitalart/pixelart/misc/noniso	m	393
digitalart/pixelart/misc/noniso	n	40
digitalart/pixelart/objects	f	8
digitalart/pixelart/objects	m	29
digitalart/pixelart/objects	n	2
digitalart/pixelart/objects/iso	n	3
digitalart/pixelart/objects/iso	m	79
digitalart/pixelart/objects/iso	f	51
digitalart/pixelart/objects/noniso	m	226
digitalart/pixelart/objects/noniso	n	16
digitalart/pixelart/objects/noniso	f	179
digitalart/pixelart/objects/noniso		15
digitalart/pixelart/scenes	m	33
digitalart/pixelart/scenes	n	1
digitalart/pixelart/scenes	f	6
digitalart/pixelart/scenes/iso	f	35
digitalart/pixelart/scenes/iso	n	8
digitalart/pixelart/scenes/iso	m	168
digitalart/pixelart/scenes/noniso	f	90
digitalart/pixelart/scenes/noniso	m	252
digitalart/pixelart/scenes/noniso	n	37
digitalart/pixelart/scenes/noniso		13
digitalart/pixelart/text	m	3
digitalart/pixelart/text/iso	m	2
digitalart/pixelart/text/noniso	m	21
digitalart/pixelart/text/noniso	n	2
digitalart/pixelart/text/noniso	f	5
digitalart/text	m	1
digitalart/text/ansi	n	1
digitalart/text/ansi	m	91
digitalart/text/ansi	f	2
digitalart/text/ascii	n	3
digitalart/text/ascii	m	45
digitalart/text/ascii	f	11
digitalart/typography		3
digitalart/typography	m	401
digitalart/typography	n	18
digitalart/typography	f	71
digitalart/typography/calligraphy	m	1
digitalart/typography/conceptual	m	15
digitalart/typography/conceptual	f	8
digitalart/typography/font	m	1
digitalart/typography/misc	f	220
digitalart/typography/misc	n	43
digitalart/typography/misc	m	556
digitalart/typography/misc		12
digitalart/typography/textbased	m	6
digitalart/typography/textbased		2
digitalart/vector/abstract		8
digitalart/vector/abstract	n	46
digitalart/vector/abstract	m	783
digitalart/vector/abstract	f	114
digitalart/vector/animals	n	38
digitalart/vector/animals	m	363
digitalart/vector/animals	f	337
digitalart/vector/animals		16
digitalart/vector/conceptual	f	9
digitalart/vector/conceptual	m	14
digitalart/vector/conceptual	n	2
digitalart/vector/fanart		1
digitalart/vector/fanart	f	58
digitalart/vector/fanart	n	2
digitalart/vector/fanart	m	76
digitalart/vector/fantasy	m	7
digitalart/vector/fantasy	f	9
digitalart/vector/fantasy		1
digitalart/vector/fooddrink	f	3
digitalart/vector/fooddrink	m	1
digitalart/vector/fooddrink		1
digitalart/vector/macabre	m	7
digitalart/vector/macabre	f	4
digitalart/vector/misc		71
digitalart/vector/misc	n	125
digitalart/vector/misc	o	1
digitalart/vector/misc	m	1593
digitalart/vector/misc	f	666
digitalart/vector/objects		11
digitalart/vector/objects	n	28
digitalart/vector/objects	m	339
digitalart/vector/objects	f	174
digitalart/vector/people	o	1
digitalart/vector/people	n	209
digitalart/vector/people	m	2192
digitalart/vector/people	f	1556
digitalart/vector/people		76
digitalart/vector/portraits	m	14
digitalart/vector/portraits	f	4
digitalart/vector/scenes		22
digitalart/vector/scenes	f	220
digitalart/vector/scenes	n	28
digitalart/vector/scenes	m	497
digitalart/vector/scifi	m	6
digitalart/vector/scifi	f	2
digitalart/vector/scifi		1
digitalart/vector/surreal	n	1
digitalart/vector/surreal	f	2
digitalart/vector/surreal	m	2
digitalart/vector/vehicles	f	15
digitalart/vector/vehicles	n	6
digitalart/vector/vehicles	m	661
digitalart/vector/vehicles		4
digitalart/vexel/abstract	n	2
digitalart/vexel/abstract	m	48
digitalart/vexel/abstract	f	12
digitalart/vexel/animals	f	17
digitalart/vexel/animals	m	20
digitalart/vexel/fantasy	m	24
digitalart/vexel/fantasy	n	1
digitalart/vexel/fantasy	f	32
digitalart/vexel/landscapes/cities	f	1
digitalart/vexel/landscapes/cities	m	3
digitalart/vexel/landscapes/cities		1
digitalart/vexel/landscapes/land	f	3
digitalart/vexel/landscapes/land	m	8
digitalart/vexel/landscapes/waterscapes	f	4
digitalart/vexel/landscapes/waterscapes	m	3
digitalart/vexel/landscapes/waterscapes		1
digitalart/vexel/macabre	f	8
digitalart/vexel/macabre	m	7
digitalart/vexel/macabre	n	1
digitalart/vexel/macabre		1
digitalart/vexel/misc	f	56
digitalart/vexel/misc	m	56
digitalart/vexel/misc	n	11
digitalart/vexel/people	m	356
digitalart/vexel/people	n	25
digitalart/vexel/people	f	425
digitalart/vexel/people		2
digitalart/vexel/scifi	m	9
digitalart/vexel/scifi	f	7
digitalart/vexel/scifi		2
digitalart/vexel/silhouette	m	7
digitalart/vexel/silhouette	f	3
digitalart/vexel/surreal	f	5
digitalart/vexel/surreal	n	4
digitalart/vexel/surreal	m	17
digitalart/vexel/surreal		1
digitalart/vexel/vehicles	f	1
digitalart/vexel/vehicles	m	97
digitalart/vexel/vehicles	n	2
digitalart/vexel/vehicles		4
fanart	m	3
fanart/anthro	f	2
fanart/anthro/digital/books	f	9
fanart/anthro/digital/books	n	2
fanart/anthro/digital/books	m	2
fanart/anthro/digital/books		4
fanart/anthro/digital/games	f	61
fanart/anthro/digital/games	n	4
fanart/anthro/digital/games	m	18
fanart/anthro/digital/games		3
fanart/anthro/digital/misc	m	37
fanart/anthro/digital/misc	n	12
fanart/anthro/digital/misc	f	86
fanart/anthro/digital/misc		5
fanart/anthro/digital/movies		5
fanart/anthro/digital/movies	f	32
fanart/anthro/digital/movies	n	3
fanart/anthro/digital/movies	m	11
fanart/anthro/traditional/books	f	24
fanart/anthro/traditional/books	m	1
fanart/anthro/traditional/books		1
fanart/anthro/traditional/games	f	21
fanart/anthro/traditional/games	n	3
fanart/anthro/traditional/games	m	9
fanart/anthro/traditional/misc		2
fanart/anthro/traditional/misc	f	40
fanart/anthro/traditional/misc	m	21
fanart/anthro/traditional/misc	n	3
fanart/anthro/traditional/movies		2
fanart/anthro/traditional/movies	f	12
fanart/anthro/traditional/movies	n	1
fanart/anthro/traditional/movies	m	9
fanart/cartoons	n	1
fanart/cartoons	m	3
fanart/cartoons/digital	m	1
fanart/cartoons/digital/books	m	449
fanart/cartoons/digital/books	n	73
fanart/cartoons/digital/books	f	253
fanart/cartoons/digital/books		18
fanart/cartoons/digital/games		24
fanart/cartoons/digital/games	o	1
fanart/cartoons/digital/games	f	252
fanart/cartoons/digital/games	n	72
fanart/cartoons/digital/games	m	283
fanart/cartoons/digital/misc	n	98
fanart/cartoons/digital/misc	o	1
fanart/cartoons/digital/misc	m	410
fanart/cartoons/digital/misc	f	313
fanart/cartoons/digital/misc		20
fanart/cartoons/digital/movies	f	658
fanart/cartoons/digital/movies	o	1
fanart/cartoons/digital/movies	n	134
fanart/cartoons/digital/movies	m	560
fanart/cartoons/digital/movies		42
fanart/cartoons/traditional/books		5
fanart/cartoons/traditional/books	n	23
fanart/cartoons/traditional/books	m	438
fanart/cartoons/traditional/books	f	192
fanart/cartoons/traditional/games		2
fanart/cartoons/traditional/games	n	17
fanart/cartoons/traditional/games	f	110
fanart/cartoons/traditional/games	m	222
fanart/cartoons/traditional/misc	m	798
fanart/cartoons/traditional/misc	n	56
fanart/cartoons/traditional/misc	f	179
fanart/cartoons/traditional/misc		7
fanart/cartoons/traditional/movies		15
fanart/cartoons/traditional/movies	f	223
fanart/cartoons/traditional/movies	m	290
fanart/cartoons/traditional/movies	n	52
fanart/digital/3dfanart/books	m	6
fanart/digital/3dfanart/books	f	7
fanart/digital/3dfanart/games	f	10
fanart/digital/3dfanart/games	n	2
fanart/digital/3dfanart/games	m	20
fanart/digital/3dfanart/misc	m	5
fanart/digital/3dfanart/misc	f	2
fanart/digital/3dfanart/misc		1
fanart/digital/3dfanart/tv	f	5
fanart/digital/3dfanart/tv	n	4
fanart/digital/3dfanart/tv	m	6
fanart/digital/drawings/books		40
fanart/digital/drawings/books	m	254
fanart/digital/drawings/books	f	597
fanart/digital/drawings/books	n	116
fanart/digital/drawings/games	o	24
fanart/digital/drawings/games	m	898
fanart/digital/drawings/games	n	351
fanart/digital/drawings/games	f	1618
fanart/digital/drawings/games		177
fanart/digital/drawings/misc		95
fanart/digital/drawings/misc	f	904
fanart/digital/drawings/misc	m	552
fanart/digital/drawings/misc	n	229
fanart/digital/drawings/movies	f	943
fanart/digital/drawings/movies		57
fanart/digital/drawings/movies	o	1
fanart/digital/drawings/movies	m	428
fanart/digital/drawings/movies	n	237
fanart/digital/other		2
fanart/digital/other	m	17
fanart/digital/other	n	4
fanart/digital/other	f	22
fanart/digital/painting/books		16
fanart/digital/painting/books	n	56
fanart/digital/painting/books	m	244
fanart/digital/painting/books	f	350
fanart/digital/painting/games		102
